nan nan
  28.898889	 -8.481389
  28.927500	 -8.522222
  28.937500	 -8.546944
  28.955833	 -8.605278
  28.960556	 -8.635556
  28.961667	 -8.667778
  28.925833	 -8.741944
  28.881944	 -8.799167
  28.860833	 -8.840000
  28.829167	 -8.870833
  28.783333	 -8.929167
  28.752500	 -8.960556
  28.708611	 -9.013611
  28.655556	 -9.057500
  28.622500	 -9.093889
  28.516944	 -9.168333
  28.395556	 -9.228889
  28.378333	 -9.246389
  28.372222	 -9.260833
  28.373333	 -9.285000
  28.382500	 -9.296667
  28.402222	 -9.311667
  28.431111	 -9.324167
  28.492500	 -9.338611
  28.514444	 -9.351389
  28.520833	 -9.358889
  28.524444	 -9.369167
  28.511944	 -9.433889
  28.528889	 -9.451667
  28.533333	 -9.468056
  28.554444	 -9.474722
  28.565000	 -9.485000
  28.568611	 -9.495278
  28.569167	 -9.526944
  28.573611	 -9.543333
  28.582778	 -9.548056
  28.595833	 -9.547222
  28.605556	 -9.542778
  28.617500	 -9.543333
  28.618333	 -9.548333
  28.611389	 -9.555278
  28.589167	 -9.561111
  28.585556	 -9.564444
  28.589167	 -9.574722
  28.609167	 -9.596667
  28.624722	 -9.657500
  28.625278	 -9.704444
  28.628333	 -9.715278
  28.643056	 -9.735000
  28.669722	 -9.748611
  28.674444	 -9.771944
  28.690556	 -9.783333
  28.696389	 -9.791389
  28.696389	 -9.798333
  28.693056	 -9.801944
  28.672222	 -9.808889
  28.654167	 -9.873333
  28.631111	 -9.925833
  28.625833	 -9.947778
  28.628889	 -9.972778
  28.622222	 -9.986389
  28.630833	-10.005556
  28.630833	-10.012500
  28.625833	-10.053889
  28.628333	-10.079167
  28.625000	-10.103333
  28.625000	-10.142500
  28.620278	-10.151667
  28.604167	-10.164167
  28.595000	-10.189167
  28.581667	-10.196944
  28.571389	-10.207222
  28.568611	-10.216944
  28.573056	-10.226389
  28.595000	-10.246111
  28.607778	-10.273611
  28.624167	-10.285000
  28.628333	-10.294444
  28.629444	-10.313056
  28.615278	-10.346944
  28.613333	-10.365556
  28.623611	-10.397222
  28.643611	-10.432500
  28.643056	-10.445556
