2.9455,3.6613,4.4829
2.853,3.5239,4.2819
2.4974,3.012,3.5547
2.2953,3.1115,4.2212
2.6394,3.5579,4.7951
2.1624,2.9368,3.9926
3.2842,4.3365,5.7049
3.3683,4.4071,5.736
3.368,4.3536,5.5856
3.3683,4.4071,5.736
3.1494,3.9737,4.9535
3.2171,4.0821,5.1232
3.3218,4.2608,5.4168
3.1622,4.2027,5.5712
2.3903,2.8615,3.3464
2.8999,3.5933,4.3831
3.0732,3.855,4.7721
3.2171,4.0821,5.1232
2.9822,3.9883,5.3257
