      34.077775	      -9.738876	36.75	MCS248 S
      34.086497	      -9.766520	26.25	MCS258 S
      34.084590	      -9.782714	33.75	ion-86-706 I
      34.099689	      -9.799937	34.5	MCS152 S
      34.116497	      -9.828458	30.75	MCS246 S
      34.124378	      -9.856466	27.75	MCS154 S
      34.151559	      -9.923925	40.5	MCS244 S
      34.169753	      -9.933809	33	ion-86-808 I
      34.219349	      -9.987164	38.25	MCS002 S
