      34.303303	     -10.036127	28.5	ion-86-810 I
      34.311552	     -10.043238	28.5	MCS240 S
      34.335649	     -10.136819	7.5	mcs102 S
      34.312243	     -10.139717	15	ion-86-812 I
      34.326737	     -10.193197	36.75	ion-86-912 I
      34.338966	     -10.236360	0	104 S
      34.340565	     -10.320987	0	ion-86-814 I
      34.353028	     -10.329344	0	106 S
