      33.972550	      -9.729244	0	MCS250 S
      34.018295	      -9.790153	20.25	MCS248 S
      34.031745	      -9.811274	12.75	MCS258 S
      34.032373	      -9.819773	22.5	ion-86-706 I
      34.058905	      -9.833889	40.5	MCS152 S
      34.083683	      -9.854338	13.5	MCS246 S
      34.104113	      -9.871906	15.75	MCS154 S
      34.131646	      -9.938913	9.75	MCS244 S
      34.135185	      -9.957620	3	ion-86-808 I
