Row,32.6,32.8,33,33.2,33.4,33.6,33.8,34,34.2,34.4,34.6,34.8,35,35.2,35.4,35.6,35.8,36
-9,0.171818620339036,0.134371784329414,0.15314068607986,0.174173460528254,0.152209277078509,0.130213904008269,0.145546842738986,0.153857681900263,0.127525694295764,0.117955154925585,0.0905727403238416,0.0748286148533225,0.0633328840136528,0.049674504622817,0.0465675133280456,0.0533219737932086,0.0559781851246953,0.0727242903783917
-9.2,0.158115846291184,0.1454056058079,0.149200281500816,0.122661318257451,0.159035761281848,0.165270069614053,0.188526055216789,0.195022594928741,0.138927533105016,0.149024409428239,0.103804286755621,0.108664581924677,0.0753372767940164,0.0648310655727982,0.0580664174631238,0.0511035963892937,0.0618880277499557,0.0491489074192941
-9.4,0.180899004638195,0.149006923660636,0.113893796503544,0.164734516665339,0.177612349390984,0.183225417882204,0.267892888188362,0.322499545291066,0.219440229982138,0.171757642552257,0.153197537362576,0.111392664536834,0.0969613943248987,0.0752180794253945,0.0524573950096965,0.0470422713086009,0.050000268779695,0.0368161411955953
-9.6,0.200315031409264,0.180725606530905,0.176219373941422,0.147105856984854,0.172218846529722,0.173233776539564,0.28944506123662,0.419749055057764,0.327636283636093,0.187029857188463,0.190003261715174,0.142510733008385,0.100584976747632,0.0754770772531629,0.0577501373365521,0.04582633767277,0.0506493018940091,0.0353640203364193
-9.8,0.216101551800966,0.191084042191505,0.17279985062778,0.164483690261841,0.183867931365967,0.202129249274731,0.344397087395191,0.428316225856543,0.487552376836538,0.318542326241732,0.173984835296869,0.167334471642971,0.108429761976004,0.0995763352140784,0.0652707047760487,0.0524641416966915,0.0515443971380591,0.0412701182998717
-10,0.226835875213146,0.166062912344933,0.168267207220197,0.149365398287773,0.173355916514993,0.24553119763732,0.359226966649294,0.448936241865158,0.491309048235416,0.488094495236874,0.230536314100027,0.196317363530397,0.134084692969918,0.0824225364252925,0.0863688306882977,0.0647111859172583,0.0495319044217467,0.0528154324740171
-10.2,0.174732164293528,0.170142139866948,0.162470604106784,0.136124951392412,0.17921726256609,0.176919859275222,0.223586427420378,0.435415478795767,0.50805516242981,0.47123943567276,0.287213877588511,0.181985997408628,0.123466623201966,0.120068741589785,0.0857509527355433,0.0768001673743129,0.0624114193022251,0.0453355805017054
-10.4,0.143363186344504,0.165557819604874,0.158210290595889,0.144137298315763,0.176740316301584,0.187207686901093,0.19760110899806,0.278202027082443,0.451052804291248,0.471662648022175,0.331054551899433,0.21577657237649,0.185651616752148,0.146485877037048,0.103074598684907,0.0713804390281439,0.0544966971501708,0.050086578540504
-10.6,0.108944337069988,0.168736582994461,0.158751661330462,0.120643661916256,0.171343454346061,0.166492714360356,0.197240731865168,0.186424674093723,0.370648270845413,0.449565389752388,0.335998653620481,0.182695338129997,0.168628007546067,0.150277570262551,0.108612773939967,0.0751978594809771,0.0555561495944858,0.048016416374594
-10.8,0.126360484585166,0.172677332162857,0.150935457646847,0.129001292958856,0.161497808992863,0.161693125218153,0.170920481160283,0.164627649635077,0.286900854110718,0.443541480600834,0.342013682425022,0.185560537129641,0.134628534317017,0.147768570482731,0.0946061864495277,0.0809701964259148,0.0557889604941011,0.0562422452494502
-11,0.117378477007151,0.168824519589543,0.167527999728918,0.111025745421648,0.177382365986705,0.151150885596871,0.17446557842195,0.16692215912044,0.313347951322794,0.433391735702753,0.312350691854954,0.154678513482213,0.159342700242996,0.116986156627536,0.0975145880132914,0.082273162715137,0.0508175613358617,0.0515716463327408
-11.2,0.138693164661527,0.160906828567386,0.166917133331299,0.130190173909068,0.157491188496351,0.171725267544389,0.138672432675958,0.158902180567384,0.26878844499588,0.423653715848923,0.325088849663734,0.202330195903778,0.147641666978598,0.144585169479251,0.0911297591403127,0.0816607929766178,0.0657829485833645,0.0560992592945695
