lat,lon,depth,MSSM_id
-16.8881327957247,35.2518886148065,0,355
-17.165,35.135,0,355
-17.2016286086318,35.2299615698929,14.4370586567068,355
-16.9247617840612,35.3467094423111,14.4370586567068,355
-16.8881327957247,35.2518886148065,0,355
-16.2542539914256,34.8537820441692,0,312
-15.894,34.406,0,312
-15.893,34.399,0,312
-15.826,34.336,0,312
-15.83,34.317,0,312
-15.698,34.168,0,312
-15.684,34.013,0,312
-15.5,33.802,0,312
-15.6893792845725,33.653731163272,35,312
-15.8733786679271,33.8645965320679,35,312
-15.8873786209625,34.0195862156976,35,312
-16.0193781778311,34.1684884403787,35,312
-16.0153781912679,34.1874914167432,35,312
-16.0823779661301,34.2504414513672,35,312
-16.0833779627687,34.2574407038218,35,312
-16.4436307410102,34.7049499976675,35,312
-16.2542539914256,34.8537820441692,0,312
-16.5740131348033,34.8983458391487,0,369
-16.606,34.946,0,369
-16.4822319344791,35.0363628386032,22.2918589659208,369
-16.4502451090569,34.9886937681116,22.2918589659208,369
-16.5740131348033,34.8983458391487,0,369
-16.5004681127725,34.814337803264,0,370
-16.554,34.911,0,370
-16.4554319039833,34.9703222115081,16.7929631388167,370
-16.4554227464562,34.9703277228731,16.7945232989546,370
-16.4407846301663,34.9511180755602,17.3059444275555,370
-16.4407828036935,34.9511176001011,17.3058097984824,370
-16.4404018402161,34.9506183814291,17.3191620750116,370
-16.4403951406042,34.9506335817562,17.3210938024254,370
-16.3986404476001,34.8958863648074,18.7836148350295,370
-16.3986248158091,34.8958848441208,18.7855047834521,370
-16.3880335547997,34.8819868303033,19.1553879324168,370
-16.3880243024419,34.8819923972127,19.1569642494008,370
-16.5004681127725,34.814337803264,0,370
-16.3922033061355,34.6913864543997,0,371
-16.482,34.825,0,371
-16.3350747528565,34.7902646411618,14.9370324302593,371
-16.3350721268944,34.7902667049173,14.9365471084205,371
-16.3076699358499,34.7530366106938,15.2253329987716,371
-16.3076644119546,34.7530406392687,15.2263279093641,371
-16.3922033061355,34.6913864543997,0,371
-16.2502994413421,34.6237074842782,0,372
-16.41,34.829,0,372
-16.3085522969285,34.8111087595801,10.0352376771154,372
-16.3085463836005,34.8111134068914,10.0341447949065,372
-16.2846691193879,34.7809146218383,10.081536378482,372
-16.2846586839277,34.7809106180921,10.0823758002777,372
-16.2694728718249,34.7617396695474,10.1103513682507,372
-16.26947034052,34.7617214463326,10.1090165845979,372
-16.2042653521285,34.6793263736171,10.2390159061665,372
-16.2042644666615,34.6793232834206,10.2391972735606,372
-16.1963013983577,34.66921787684,10.2508812335547,372
-16.1962823397014,34.6692339397728,10.2544992910247,372
-16.2502994413421,34.6237074842782,0,372
-16.1729420579852,34.8857655653938,0,393
-15.897,34.653,0,393
-16.0006910064893,34.5197390924703,24.322660561146,393
-16.2766323170772,34.7523188136017,24.322660561146,393
-16.1729420579852,34.8857655653938,0,393
-16.4236009377549,35.1016495284501,0,381
-16.206,34.89,0,381
-16.3183779286497,34.7643896729695,24.322660561146,381
-16.5359783428991,34.9758984733381,24.322660561146,381
-16.4236009377549,35.1016495284501,0,381
-16.6410231326515,35.527177506989,0,326
-16.579,35.415,0,326
-16.497,35.38,0,326
-16.42,35.296,0,326
-16.4930053007464,35.2198476463614,15.2377788304763,326
-16.5700052327078,35.3038172641754,15.2377788304763,326
-16.6520051601913,35.3387847310424,15.2377788304763,326
-16.7140282379516,35.4509375084041,15.2377788304763,326
-16.6410231326515,35.527177506989,0,326
-16.4915690867816,35.222569999673,0,307
-16.307,35.061,0,307
-16.271,35.084,0,307
-16.157,34.974,0,307
-16.073,34.876,0,307
-15.813,34.736,0,307
-15.9232817407758,34.5658746064397,29.1188136076095,307
-16.1832805931465,34.7056523153645,29.1188136076095,307
-16.2672802217299,34.8035796234667,29.1188136076095,307
-16.3812797171556,34.9134802843508,29.1188136076095,307
-16.4172795576939,34.8904487497224,29.1188136076095,307
-16.6018478259973,35.0518558313004,29.1188136076095,307
-16.4915690867816,35.222569999673,0,307
-16.4921623802241,35.2211275916312,0,308
-16.212,34.967,0,308
-16.2862250623889,34.8780220835949,16.6988552295666,308
-16.5663871042964,35.1320213143157,16.6988552295666,308
-16.4921623802241,35.2211275916312,0,308
-16.3237248367621,35.1539820973114,0,368
-16.157,34.974,0,368
-16.073,34.876,0,368
-15.813,34.736,0,368
-15.9149036861468,34.6003144635441,24.4342070584048,368
-16.1749029561343,34.7401372701606,24.4342070584048,368
-16.2589027198747,34.8380793254837,24.4342070584048,368
-16.4256270871041,35.01794539981,24.4342070584048,368
-16.3237248367621,35.1539820973114,0,368
-15.7732840726039,35.0307299342634,0,327
-15.544,35.127,0,327
-15.48,35.161,0,327
-15.374,35.214,0,327
-15.194,35.299,0,327
-15.1257029701013,35.1473929148053,23.8287780042939,327
-15.3057023394252,35.0622633147956,23.8287780042939,327
-15.4117019675203,35.0091861896608,23.8287780042939,327
-15.4757017427903,34.9751393338267,23.8287780042939,327
-15.7049850091386,34.8786996079971,23.8287780042939,327
-15.7732840726039,35.0307299342634,0,327
-15.6960782113346,34.9185423991136,0,316
-15.399,35.119,0,316
-15.314,35.137,0,316
-15.157,35.193,0,316
-15.151,35.21,0,316
-15.057,35.227,0,316
-14.9826229995834,35.0620169458472,25.9485636589351,316
-15.0766226097114,35.0449442533615,25.9485636589351,316
-15.0826225848142,35.0279395961541,25.9485636589351,316
-15.2396219328379,34.9718169949225,25.9485636589351,316
-15.3246215794514,34.953750024444,25.9485636589351,316
-15.6216985534164,34.7530550679991,25.9485636589351,316
-15.6960782113346,34.9185423991136,0,316
-15.0797622630494,35.0119917778012,0,362
-15.287,35.027,0,362
-15.299,35.011,0,362
-15.377,35.002,0,362
-15.3789829288331,35.0618122494876,8.51485473729259,362
-15.3789828759073,35.0618106530545,8.51462746953594,362
-15.3740813263549,35.0636370307359,8.69343264628463,362
-15.3740813263549,35.0636370307359,8.69343264628463,362
-15.3740801840624,35.063634492852,8.69383116037535,362
-15.3740801840624,35.063634492852,8.69383116037535,362
-15.3582247332419,35.0662234282736,8.80403176923432,362
-15.3582228417054,35.0662298985391,8.8049187418557,362
-15.3443389737039,35.0685214476237,8.89943733012852,362
-15.3443283034101,35.0685115937842,8.90117457542589,362
-15.3225136151069,35.0720974141586,9.0494311550108,362
-15.3225093597718,35.0720863571615,9.04779345012156,362
-15.3177177238652,35.0728595573724,9.08241517405411,362
-15.3177171883252,35.0728687968364,9.08110684744288,362
-15.3011422023266,35.0755870151011,9.19802466201285,362
-15.3011422023265,35.0755870151011,9.19802466201285,362
-15.301142025676,35.0755816891189,9.19726617338757,362
-15.301142025676,35.0755816891189,9.19726617338756,362
-15.2978289629016,35.0780943949763,8.93798417366866,362
-15.297828895336,35.0780982661414,8.93849987118316,362
-15.2920647854331,35.0824718066233,8.48632657153181,362
-15.2920647029492,35.082470903223,8.48618836529076,362
-15.2901132508479,35.0839509607197,8.33346246585476,362
-15.2901132508479,35.0839509607197,8.33346246585476,362
-15.2901130408767,35.0839504944039,8.33353571930568,362
-15.2889225102451,35.0849592777426,8.25462227443986,362
-15.2889225102451,35.0849592777426,8.25462227443986,362
-15.2889224924324,35.0849587407325,8.25454579289355,362
-15.2889224924324,35.0849587407325,8.25454579289355,362
-15.2255876053352,35.0935626575188,10.1476863894539,362
-15.2255637730081,35.0935884885099,10.151624405254,362
-15.2227832150252,35.094004708524,10.2297994373456,362
-15.2227236177564,35.0939766171816,10.2364831645452,362
-15.1924574641039,35.098078612984,11.1359082616506,362
-15.1924419480427,35.098120150248,11.1310352274903,362
-15.1588623886631,35.1027288705652,12.1361742028378,362
-15.1588515182884,35.1027164009745,12.1345063829726,362
-15.1187763373218,35.1081729973087,13.3353537738019,362
-15.1187763373218,35.1081729973087,13.3353537738019,362
-15.118767749851,35.1081539397575,13.3383497441787,362
-15.118767749851,35.1081539397575,13.3383497441787,362
-15.1142433069004,35.1121323287583,13.948807339331,362
-15.1142367740034,35.1121149343913,13.9512865101443,362
-15.113466752607,35.1128114367333,14.0540173947116,362
-15.1134584643493,35.1127961697013,14.0566931270564,362
-15.1089734431574,35.1167361103774,14.6621006916661,362
-15.1089734431574,35.1167361103774,14.6621006916661,362
-15.1089672739297,35.1167224198394,14.6642529935686,362
-15.1089672739297,35.1167224198394,14.6642529935686,362
-15.0832878315027,35.1181518860773,15.134292229767,362
-15.0832875166583,35.1181424056437,15.1329406895756,362
-15.0797622630494,35.0119917778012,0,362
-15.1182866436093,34.9592811328113,0,324
-15.18,34.966,0,324
-15.194,34.987,0,324
-15.296,34.969,0,324
-15.337,34.958,0,324
-15.399,34.942,0,324
-15.446,34.955,0,324
-15.4470001786082,35.0153432795941,8.58391794537901,324
-15.4469997385425,35.015316729327,8.58014113184842,324
-15.4289152449711,35.0182099958623,9.70844018374223,324
-15.4289074221598,35.0181900670127,9.705901434829,324
-15.4160774639437,35.0202185826141,10.5053146137093,324
-15.4160689032128,35.0202372414181,10.5083201467713,324
-15.4003384502195,35.0227298941165,11.4865424506735,324
-15.4003384502195,35.0227298941165,11.4865424506734,324
-15.4003382425153,35.0227173662386,11.4847599387105,324
-15.4003382425153,35.0227173662386,11.4847599387105,324
-15.3849450383698,35.0296498175021,11.9041268396617,324
-15.3849412365437,35.0296441359935,11.9031828958894,324
-15.3631837478651,35.0394253767941,12.4952948945785,324
-15.3631837478651,35.0394253767941,12.4952948945785,324
-15.3631823291735,35.0394222248214,12.4957898366375,324
-15.3631823291735,35.0394222248214,12.4957898366375,324
-15.3517259440456,35.0421088906604,12.4584286640012,324
-15.3517235078526,35.0421140496124,12.4590706892496,324
-15.3384468472521,35.0452364758223,12.4160150945166,324
-15.3384468472521,35.0452364758224,12.4160150945166,324
-15.3384466836572,35.0452266120078,12.4146112176446,324
-15.3384466836572,35.0452266120078,12.4146112176446,324
-15.3294626412801,35.0473950633027,12.3803348696405,324
-15.3294574111097,35.0473828102492,12.3783998382768,324
-15.323112470655,35.0489191236549,12.3553536643499,324
-15.3231104148838,35.0489172251842,12.3556883673172,324
-15.3190500160991,35.0498740380886,12.3372107534767,324
-15.3190498747891,35.0498764760563,12.3368655323677,324
-15.3066497993428,35.0528500312485,12.2884248157145,324
-15.3066459668797,35.0528620084097,12.2899765331225,324
-15.2974278913899,35.0550730652568,12.2528329890972,324
-15.2974278913898,35.0550730652568,12.2528329890971,324
-15.2974277698158,35.0550657367913,12.251789753743,324
-15.2974277698158,35.0550657367913,12.251789753743,324
-15.2787440649564,35.0587016316836,12.2998742739638,324
-15.2787440649564,35.0587016316836,12.2998742739638,324
-15.2787420272672,35.0586971062686,12.300585170467,324
-15.2787420272671,35.0586971062686,12.300585170467,324
-15.27489149293,35.0597218192126,12.3481789933135,324
-15.2748902737758,35.0597207231874,12.3479928880306,324
-15.2130934747733,35.0760393109157,13.1226870018005,324
-15.213069932453,35.0760697060352,13.1264133490271,324
-15.1993307823706,35.0796783996644,13.2945691700401,324
-15.1993303576706,35.0796795366075,13.2944357871053,324
-15.1955554542024,35.0807072771679,13.3460670237512,324
-15.1955554542024,35.0807072771679,13.3460670237512,324
-15.1955549729884,35.0806782867629,13.341938124693,324
